transaction_id,merchant_id,timestamp,date,window_label,customer_id,customer_is_new,sku_id,amount,payment_status,is_retry,device_id,ip_id
txn_merchant_electronics_2025-07-01_000022,merchant_electronics,2025-07-01 12:46:21,2025-07-01,baseline,cust_merchant_electronics_existing_112,False,sku_0032,274.53,success,False,dev_00094,ip_00143
txn_merchant_electronics_2025-07-01_000023,merchant_electronics,2025-07-01 14:15:55,2025-07-01,baseline,cust_merchant_electronics_existing_454,False,sku_0104,709.88,success,True,dev_00277,ip_00008
txn_merchant_electronics_2025-07-01_000024,merchant_electronics,2025-07-01 02:59:48,2025-07-01,baseline,cust_merchant_electronics_existing_171,False,sku_0053,465.67,success,False,dev_00031,ip_00085
txn_merchant_cloudserve_2025-07-01_000000,merchant_cloudserve,2025-07-01 00:24:16,2025-07-01,baseline,cust_merchant_cloudserve_existing_233,False,sku_0019,623.01,success,False,dev_00143,ip_00170
txn_merchant_cloudserve_2025-07-01_000001,merchant_cloudserve,2025-07-01 22:31:09,2025-07-01,baseline,cust_merchant_cloudserve_existing_112,False,sku_0004,779.18,success,False,dev_00015,ip_00013
txn_merchant_cloudserve_2025-07-01_000002,merchant_cloudserve,2025-07-01 18:30:32,2025-07-01,baseline,cust_merchant_cloudserve_existing_272,False,sku_0011,256.88,success,False,dev_00018,ip_00153
txn_merchant_cloudserve_2025-07-01_000003,merchant_cloudserve,2025-07-01 02:43:55,2025-07-01,baseline,cust_merchant_cloudserve_existing_62,False,sku_0037,446.22,success,False,dev_00108,ip_00169
txn_merchant_cloudserve_2025-07-01_000004,merchant_cloudserve,2025-07-01 18:36:33,2025-07-01,baseline,cust_merchant_cloudserve_existing_134,False,sku_0014,869.73,success,False,dev_00034,ip_00172
txn_merchant_cloudserve_2025-07-01_000005,merchant_cloudserve,2025-07-01 20:19:29,2025-07-01,baseline,cust_merchant_cloudserve_existing_38,False,sku_0001,658.29,success,False,dev_00019,ip_00138
txn_merchant_cloudserve_2025-07-01_000006,merchant_cloudserve,2025-07-01 06:32:16,2025-07-01,baseline,cust_merchant_cloudserve_existing_179,False,sku_0005,1079.27,success,False,dev_00214,ip_00140
txn_merchant_cloudserve_2025-07-01_000007,merchant_cloudserve,2025-07-01 22:19:39,2025-07-01,baseline,cust_merchant_cloudserve_existing_271,False,sku_0001,867.86,success,False,dev_00027,ip_00035
txn_merchant_cloudserve_2025-07-01_000008,merchant_cloudserve,2025-07-01 08:07:56,2025-07-01,baseline,cust_merchant_cloudserve_new_2025-07-01_0008,True,sku_0036,355.45,success,False,dev_00088,ip_00053
txn_merchant_cloudserve_2025-07-01_000009,merchant_cloudserve,2025-07-01 21:40:54,2025-07-01,baseline,cust_merchant_cloudserve_existing_251,False,sku_0017,1105.34,success,False,dev_00109,ip_00071
txn_merchant_cloudserve_2025-07-01_000010,merchant_cloudserve,2025-07-01 01:00:21,2025-07-01,baseline,cust_merchant_cloudserve_existing_135,False,sku_0011,941.23,success,False,dev_00003,ip_00029
txn_merchant_cloudserve_2025-07-01_000011,merchant_cloudserve,2025-07-01 02:56:44,2025-07-01,baseline,cust_merchant_cloudserve_existing_280,False,sku_0003,1034.6,success,False,dev_00033,ip_00011
txn_merchant_cloudserve_2025-07-01_000012,merchant_cloudserve,2025-07-01 09:23:57,2025-07-01,baseline,cust_merchant_cloudserve_existing_21,False,sku_0023,410.08,success,False,dev_00200,ip_00144
txn_merchant_cloudserve_2025-07-01_000013,merchant_cloudserve,2025-07-01 13:39:47,2025-07-01,baseline,cust_merchant_cloudserve_existing_122,False,sku_0011,1176.21,success,False,dev_00007,ip_00046
txn_merchant_cloudserve_2025-07-01_000014,merchant_cloudserve,2025-07-01 23:59:21,2025-07-01,baseline,cust_merchant_cloudserve_existing_211,False,sku_0016,466.81,success,False,dev_00224,ip_00010
txn_merchant_cloudserve_2025-07-01_000015,merchant_cloudserve,2025-07-01 15:14:12,2025-07-01,baseline,cust_merchant_cloudserve_existing_236,False,sku_0023,505.19,success,False,dev_00007,ip_00169
txn_merchant_cloudserve_2025-07-01_000016,merchant_cloudserve,2025-07-01 06:25:21,2025-07-01,baseline,cust_merchant_cloudserve_existing_36,False,sku_0018,551.15,success,False,dev_00216,ip_00138
txn_merchant_cloudserve_2025-07-01_000017,merchant_cloudserve,2025-07-01 10:01:07,2025-07-01,baseline,cust_merchant_cloudserve_existing_134,False,sku_0012,780.59,success,True,dev_00153,ip_00112
txn_merchant_cloudserve_2025-07-01_000018,merchant_cloudserve,2025-07-01 11:46:50,2025-07-01,baseline,cust_merchant_cloudserve_existing_262,False,sku_0008,585.2,success,False,dev_00182,ip_00112
txn_merchant_cloudserve_2025-07-01_000019,merchant_cloudserve,2025-07-01 00:33:59,2025-07-01,baseline,cust_merchant_cloudserve_existing_101,False,sku_0024,631.3,success,False,dev_00160,ip_00081
txn_merchant_cloudserve_2025-07-01_000020,merchant_cloudserve,2025-07-01 21:54:07,2025-07-01,baseline,cust_merchant_cloudserve_existing_154,False,sku_0033,509.28,success,False,dev_00076,ip_00142
txn_merchant_cloudserve_2025-07-01_000021,merchant_cloudserve,2025-07-01 04:12:26,2025-07-01,baseline,cust_merchant_cloudserve_existing_195,False,sku_0012,815.51,success,False,dev_00001,ip_00078
txn_merchant_cloudserve_2025-07-01_000022,merchant_cloudserve,2025-07-01 09:13:27,2025-07-01,baseline,cust_merchant_cloudserve_existing_165,False,sku_0030,641.79,success,False,dev_00204,ip_00189
txn_merchant_cloudserve_2025-07-01_000023,merchant_cloudserve,2025-07-01 05:42:05,2025-07-01,baseline,cust_merchant_cloudserve_existing_172,False,sku_0006,1018.42,success,False,dev_00058,ip_00051
txn_merchant_cloudserve_2025-07-01_000024,merchant_cloudserve,2025-07-01 04:01:02,2025-07-01,baseline,cust_merchant_cloudserve_existing_244,False,sku_0040,1049.74,success,False,dev_00162,ip_00148
txn_merchant_cloudserve_2025-07-01_000025,merchant_cloudserve,2025-07-01 06:45:44,2025-07-01,baseline,cust_merchant_cloudserve_existing_205,False,sku_0016,347.57,success,False,dev_00221,ip_00198
txn_merchant_cloudserve_2025-07-01_000026,merchant_cloudserve,2025-07-01 03:49:27,2025-07-01,baseline,cust_merchant_cloudserve_existing_266,False,sku_0030,250.22,success,False,dev_00117,ip_00035
txn_merchant_cloudserve_2025-07-01_000027,merchant_cloudserve,2025-07-01 14:42:33,2025-07-01,baseline,cust_merchant_cloudserve_existing_163,False,sku_0029,812.65,success,False,dev_00213,ip_00141
txn_merchant_cloudserve_2025-07-01_000028,merchant_cloudserve,2025-07-01 14:57:10,2025-07-01,baseline,cust_merchant_cloudserve_existing_244,False,sku_0029,459.19,success,False,dev_00197,ip_00200
txn_merchant_cloudserve_2025-07-01_000029,merchant_cloudserve,2025-07-01 16:31:40,2025-07-01,baseline,cust_merchant_cloudserve_existing_226,False,sku_0005,913.54,success,False,dev_00229,ip_00139
txn_merchant_cloudserve_2025-07-01_000030,merchant_cloudserve,2025-07-01 02:08:09,2025-07-01,baseline,cust_merchant_cloudserve_existing_79,False,sku_0014,264.23,success,False,dev_00107,ip_00016
txn_merchant_cloudserve_2025-07-01_000031,merchant_cloudserve,2025-07-01 06:53:26,2025-07-01,baseline,cust_merchant_cloudserve_existing_300,False,sku_0002,1056.73,success,False,dev_00002,ip_00091
txn_merchant_cloudserve_2025-07-01_000032,merchant_cloudserve,2025-07-01 09:48:24,2025-07-01,baseline,cust_merchant_cloudserve_existing_215,False,sku_0035,947.52,success,False,dev_00057,ip_00125
txn_merchant_cloudserve_2025-07-01_000033,merchant_cloudserve,2025-07-01 07:17:27,2025-07-01,baseline,cust_merchant_cloudserve_existing_200,False,sku_0022,868.87,success,False,dev_00216,ip_00120
txn_merchant_cloudserve_2025-07-01_000034,merchant_cloudserve,2025-07-01 04:39:34,2025-07-01,baseline,cust_merchant_cloudserve_new_2025-07-01_0034,True,sku_0026,791.89,success,False,dev_00110,ip_00035
txn_merchant_cloudserve_2025-07-01_000035,merchant_cloudserve,2025-07-01 14:11:03,2025-07-01,baseline,cust_merchant_cloudserve_existing_168,False,sku_0014,654.7,success,False,dev_00072,ip_00193
txn_merchant_cloudserve_2025-07-01_000036,merchant_cloudserve,2025-07-01 13:16:53,2025-07-01,baseline,cust_merchant_cloudserve_new_2025-07-01_0036,True,sku_0002,949.02,success,False,dev_00058,ip_00167
txn_merchant_grocery_2025-07-01_000000,merchant_grocery,2025-07-01 20:02:48,2025-07-01,baseline,cust_merchant_grocery_new_2025-07-01_0000,True,sku_0064,45.92,success,False,dev_00130,ip_00485
txn_merchant_grocery_2025-07-01_000001,merchant_grocery,2025-07-01 21:07:36,2025-07-01,baseline,cust_merchant_grocery_existing_953,False,sku_0180,53.31,success,False,dev_00766,ip_00118
txn_merchant_grocery_2025-07-01_000002,merchant_grocery,2025-07-01 05:19:06,2025-07-01,baseline,cust_merchant_grocery_existing_639,False,sku_0148,108.06,success,False,dev_00733,ip_00204
txn_merchant_grocery_2025-07-01_000003,merchant_grocery,2025-07-01 02:37:44,2025-07-01,baseline,cust_merchant_grocery_existing_498,False,sku_0027,110.64,success,False,dev_00124,ip_00580
txn_merchant_grocery_2025-07-01_000004,merchant_grocery,2025-07-01 01:22:34,2025-07-01,baseline,cust_merchant_grocery_existing_759,False,sku_0018,85.77,success,False,dev_00502,ip_00109
txn_merchant_grocery_2025-07-01_000005,merchant_grocery,2025-07-01 13:23:40,2025-07-01,baseline,cust_merchant_grocery_existing_942,False,sku_0182,39.89,success,False,dev_00667,ip_00277
txn_merchant_grocery_2025-07-01_000006,merchant_grocery,2025-07-01 19:51:58,2025-07-01,baseline,cust_merchant_grocery_existing_991,False,sku_0120,76.62,success,False,dev_00252,ip_00089
txn_merchant_grocery_2025-07-01_000007,merchant_grocery,2025-07-01 08:56:28,2025-07-01,baseline,cust_merchant_grocery_existing_952,False,sku_0146,99.34,success,True,dev_00333,ip_00187
txn_merchant_grocery_2025-07-01_000008,merchant_grocery,2025-07-01 15:13:22,2025-07-01,baseline,cust_merchant_grocery_existing_698,False,sku_0072,134.44,success,False,dev_00011,ip_00530
txn_merchant_grocery_2025-07-01_000009,merchant_grocery,2025-07-01 06:05:15,2025-07-01,baseline,cust_merchant_grocery_existing_1001,False,sku_0143,118.56,success,False,dev_00503,ip_00459
txn_merchant_grocery_2025-07-01_000010,merchant_grocery,2025-07-01 00:05:18,2025-07-01,baseline,cust_merchant_grocery_existing_499,False,sku_0079,106.31,success,False,dev_00353,ip_00436
txn_merchant_grocery_2025-07-01_000011,merchant_grocery,2025-07-01 23:35:21,2025-07-01,baseline,cust_merchant_grocery_existing_930,False,sku_0070,59.86,success,False,dev_00324,ip_00123
txn_merchant_grocery_2025-07-01_000012,merchant_grocery,2025-07-01 23:34:48,2025-07-01,baseline,cust_merchant_grocery_existing_393,False,sku_0056,116.02,success,False,dev_00779,ip_00538
txn_merchant_grocery_2025-07-01_000013,merchant_grocery,2025-07-01 19:18:06,2025-07-01,baseline,cust_merchant_grocery_existing_607,False,sku_0059,66.91,success,False,dev_00130,ip_00281
txn_merchant_grocery_2025-07-01_000014,merchant_grocery,2025-07-01 01:03:35,2025-07-01,baseline,cust_merchant_grocery_existing_259,False,sku_0164,132.9,success,False,dev_00588,ip_00292
txn_merchant_grocery_2025-07-01_000015,merchant_grocery,2025-07-01 15:30:28,2025-07-01,baseline,cust_merchant_grocery_existing_106,False,sku_0065,142.34,success,False,dev_00411,ip_00504
txn_merchant_grocery_2025-07-01_000016,merchant_grocery,2025-07-01 02:36:40,2025-07-01,baseline,cust_merchant_grocery_existing_311,False,sku_0039,125.45,success,False,dev_00255,ip_00122
txn_merchant_grocery_2025-07-01_000017,merchant_grocery,2025-07-01 17:48:26,2025-07-01,baseline,cust_merchant_grocery_existing_463,False,sku_0199,87.93,success,False,dev_00603,ip_00440
txn_merchant_grocery_2025-07-01_000018,merchant_grocery,2025-07-01 09:36:39,2025-07-01,baseline,cust_merchant_grocery_new_2025-07-01_0018,True,sku_0190,32.9,success,False,dev_00271,ip_00084
txn_merchant_grocery_2025-07-01_000019,merchant_grocery,2025-07-01 05:15:11,2025-07-01,baseline,cust_merchant_grocery_existing_321,False,sku_0001,73.11,success,False,dev_00034,ip_00238
txn_merchant_grocery_2025-07-01_000020,merchant_grocery,2025-07-01 09:45:18,2025-07-01,baseline,cust_merchant_grocery_existing_930,False,sku_0019,109.36,success,False,dev_00641,ip_00203
txn_merchant_grocery_2025-07-01_000021,merchant_grocery,2025-07-01 13:07:34,2025-07-01,baseline,cust_merchant_grocery_existing_306,False,sku_0069,127.46,success,False,dev_00315,ip_00583
txn_merchant_grocery_2025-07-01_000022,merchant_grocery,2025-07-01 09:28:07,2025-07-01,baseline,cust_merchant_grocery_existing_623,False,sku_0180,72.33,success,False,dev_00449,ip_00083
txn_merchant_grocery_2025-07-01_000023,merchant_grocery,2025-07-01 19:02:56,2025-07-01,baseline,cust_merchant_grocery_existing_661,False,sku_0155,52.55,success,False,dev_00590,ip_00022
txn_merchant_grocery_2025-07-01_000024,merchant_grocery,2025-07-01 21:52:17,2025-07-01,baseline,cust_merchant_grocery_existing_359,False,sku_0121,87.47,success,False,dev_00600,ip_00447
txn_merchant_grocery_2025-07-01_000025,merchant_grocery,2025-07-01 20:52:31,2025-07-01,baseline,cust_merchant_grocery_existing_963,False,sku_0090,73.09,success,False,dev_00165,ip_00338
txn_merchant_grocery_2025-07-01_000026,merchant_grocery,2025-07-01 13:44:31,2025-07-01,baseline,cust_merchant_grocery_existing_821,False,sku_0195,91.51,success,False,dev_00332,ip_00119
txn_merchant_grocery_2025-07-01_000027,merchant_grocery,2025-07-01 12:55:32,2025-07-01,baseline,cust_merchant_grocery_existing_3,False,sku_0169,133.02,success,False,dev_00531,ip_00371
txn_merchant_grocery_2025-07-01_000028,merchant_grocery,2025-07-01 19:48:31,2025-07-01,baseline,cust_merchant_grocery_existing_106,False,sku_0053,54.72,success,False,dev_00716,ip_00497
txn_merchant_grocery_2025-07-01_000029,merchant_grocery,2025-07-01 03:01:40,2025-07-01,baseline,cust_merchant_grocery_existing_491,False,sku_0182,40.59,success,False,dev_00096,ip_00231
txn_merchant_grocery_2025-07-01_000030,merchant_grocery,2025-07-01 03:29:07,2025-07-01,baseline,cust_merchant_grocery_existing_316,False,sku_0128,141.24,success,False,dev_00426,ip_00495
txn_merchant_grocery_2025-07-01_000031,merchant_grocery,2025-07-01 15:15:29,2025-07-01,baseline,cust_merchant_grocery_existing_786,False,sku_0049,139.84,success,False,dev_00072,ip_00283
txn_merchant_grocery_2025-07-01_000032,merchant_grocery,2025-07-01 13:21:59,2025-07-01,baseline,cust_merchant_grocery_existing_548,False,sku_0001,56.77,success,False,dev_00676,ip_00502
txn_merchant_grocery_2025-07-01_000033,merchant_grocery,2025-07-01 04:28:34,2025-07-01,baseline,cust_merchant_grocery_existing_681,False,sku_0142,119.17,success,False,dev_00194,ip_00245
txn_merchant_grocery_2025-07-01_000034,merchant_grocery,2025-07-01 18:24:14,2025-07-01,baseline,cust_merchant_grocery_existing_842,False,sku_0012,61.36,success,False,dev_00391,ip_00396
txn_merchant_grocery_2025-07-01_000035,merchant_grocery,2025-07-01 21:50:52,2025-07-01,baseline,cust_merchant_grocery_existing_312,False,sku_0127,145.43,success,False,dev_00340,ip_00103
txn_merchant_grocery_2025-07-01_000036,merchant_grocery,2025-07-01 14:06:33,2025-07-01,baseline,cust_merchant_grocery_existing_32,False,sku_0185,38.74,success,False,dev_00077,ip_00481
txn_merchant_fashion_2025-07-01_000000,merchant_fashion,2025-07-01 08:21:39,2025-07-01,baseline,cust_merchant_fashion_existing_333,False,sku_0011,437.74,success,False,dev_00195,ip_00245
txn_merchant_fashion_2025-07-01_000001,merchant_fashion,2025-07-01 10:40:45,2025-07-01,baseline,cust_merchant_fashion_existing_250,False,sku_0070,95.08,success,False,dev_00148,ip_00059
txn_merchant_fashion_2025-07-01_000002,merchant_fashion,2025-07-01 23:05:27,2025-07-01,baseline,cust_merchant_fashion_existing_390,False,sku_0013,266.34,success,False,dev_00024,ip_00084
txn_merchant_fashion_2025-07-01_000003,merchant_fashion,2025-07-01 01:18:22,2025-07-01,baseline,cust_merchant_fashion_existing_75,False,sku_0032,303.09,success,False,dev_00088,ip_00045
txn_merchant_fashion_2025-07-01_000004,merchant_fashion,2025-07-01 02:39:55,2025-07-01,baseline,cust_merchant_fashion_existing_350,False,sku_0031,289.02,success,False,dev_00131,ip_00118
txn_merchant_fashion_2025-07-01_000005,merchant_fashion,2025-07-01 08:42:00,2025-07-01,baseline,cust_merchant_fashion_existing_239,False,sku_0037,364.6,success,False,dev_00177,ip_00151
txn_merchant_fashion_2025-07-01_000006,merchant_fashion,2025-07-01 09:40:27,2025-07-01,baseline,cust_merchant_fashion_existing_234,False,sku_0039,163.67,success,False,dev_00122,ip_00098
txn_merchant_fashion_2025-07-01_000007,merchant_fashion,2025-07-01 18:22:36,2025-07-01,baseline,cust_merchant_fashion_existing_359,False,sku_0038,89.21,success,False,dev_00005,ip_00145
txn_merchant_fashion_2025-07-01_000008,merchant_fashion,2025-07-01 21:49:47,2025-07-01,baseline,cust_merchant_fashion_existing_311,False,sku_0064,429.79,success,False,dev_00118,ip_00156
txn_merchant_fashion_2025-07-01_000009,merchant_fashion,2025-07-01 11:14:40,2025-07-01,baseline,cust_merchant_fashion_existing_129,False,sku_0018,343.86,success,False,dev_00159,ip_00202
txn_merchant_fashion_2025-07-01_000010,merchant_fashion,2025-07-01 14:02:37,2025-07-01,baseline,cust_merchant_fashion_existing_68,False,sku_0012,462.04,success,False,dev_00103,ip_00034
txn_merchant_fashion_2025-07-01_000011,merchant_fashion,2025-07-01 17:56:23,2025-07-01,baseline,cust_merchant_fashion_existing_140,False,sku_0022,187.93,success,False,dev_00152,ip_00192
txn_merchant_fashion_2025-07-01_000012,merchant_fashion,2025-07-01 10:51:07,2025-07-01,baseline,cust_merchant_fashion_existing_39,False,sku_0019,396.74,success,False,dev_00204,ip_00248
txn_merchant_fashion_2025-07-01_000013,merchant_fashion,2025-07-01 17:23:05,2025-07-01,baseline,cust_merchant_fashion_existing_8,False,sku_0034,305.36,success,False,dev_00135,ip_00150
txn_merchant_fashion_2025-07-01_000014,merchant_fashion,2025-07-01 12:52:40,2025-07-01,baseline,cust_merchant_fashion_existing_56,False,sku_0030,278.02,success,False,dev_00168,ip_00235
txn_merchant_fashion_2025-07-01_000015,merchant_fashion,2025-07-01 19:14:41,2025-07-01,baseline,cust_merchant_fashion_new_2025-07-01_0015,True,sku_0060,461.94,success,False,dev_00072,ip_00012
txn_merchant_fashion_2025-07-01_000016,merchant_fashion,2025-07-01 01:19:31,2025-07-01,baseline,cust_merchant_fashion_new_2025-07-01_0016,True,sku_0031,452.65,success,False,dev_00277,ip_00108
txn_merchant_fashion_2025-07-01_000017,merchant_fashion,2025-07-01 18:47:46,2025-07-01,baseline,cust_merchant_fashion_new_2025-07-01_0017,True,sku_0054,355.07,success,False,dev_00144,ip_00009
txn_merchant_fashion_2025-07-01_000018,merchant_fashion,2025-07-01 22:23:13,2025-07-01,baseline,cust_merchant_fashion_existing_121,False,sku_0047,121.73,success,False,dev_00184,ip_00016
txn_merchant_fashion_2025-07-01_000019,merchant_fashion,2025-07-01 12:17:12,2025-07-01,baseline,cust_merchant_fashion_existing_233,False,sku_0012,358.36,success,False,dev_00011,ip_00013
txn_merchant_fashion_2025-07-01_000020,merchant_fashion,2025-07-01 10:15:08,2025-07-01,baseline,cust_merchant_fashion_existing_106,False,sku_0009,428.52,success,False,dev_00120,ip_00085
txn_merchant_fashion_2025-07-01_000021,merchant_fashion,2025-07-01 04:50:57,2025-07-01,baseline,cust_merchant_fashion_existing_142,False,sku_0019,494.76,success,False,dev_00057,ip_00170
txn_merchant_fashion_2025-07-01_000022,merchant_fashion,2025-07-01 00:08:00,2025-07-01,baseline,cust_merchant_fashion_existing_122,False,sku_0076,215.98,success,True,dev_00216,ip_00135
txn_merchant_fashion_2025-07-01_000023,merchant_fashion,2025-07-01 03:47:04,2025-07-01,baseline,cust_merchant_fashion_existing_399,False,sku_0047,295.56,success,False,dev_00023,ip_00187
txn_merchant_fashion_2025-07-01_000024,merchant_fashion,2025-07-01 21:33:19,2025-07-01,baseline,cust_merchant_fashion_existing_16,False,sku_0008,499.41,success,False,dev_00056,ip_00126
txn_merchant_fashion_2025-07-01_000025,merchant_fashion,2025-07-01 22:58:28,2025-07-01,baseline,cust_merchant_fashion_new_2025-07-01_0025,True,sku_0011,215.29,success,False,dev_00300,ip_00141
txn_merchant_fashion_2025-07-01_000026,merchant_fashion,2025-07-01 22:20:24,2025-07-01,baseline,cust_merchant_fashion_existing_272,False,sku_0038,270.56,success,True,dev_00059,ip_00219
txn_merchant_pharmacy_2025-07-01_000000,merchant_pharmacy,2025-07-01 20:56:49,2025-07-01,baseline,cust_merchant_pharmacy_existing_444,False,sku_0056,40.1,success,False,dev_00233,ip_00205
txn_merchant_pharmacy_2025-07-01_000001,merchant_pharmacy,2025-07-01 13:46:06,2025-07-01,baseline,cust_merchant_pharmacy_existing_161,False,sku_0066,36.2,success,False,dev_00035,ip_00047
txn_merchant_pharmacy_2025-07-01_000002,merchant_pharmacy,2025-07-01 02:05:27,2025-07-01,baseline,cust_merchant_pharmacy_new_2025-07-01_0002,True,sku_0096,66.82,success,False,dev_00288,ip_00169
txn_merchant_pharmacy_2025-07-01_000003,merchant_pharmacy,2025-07-01 21:07:26,2025-07-01,baseline,cust_merchant_pharmacy_existing_341,False,sku_0109,70.77,success,False,dev_00308,ip_00160
txn_merchant_pharmacy_2025-07-01_000004,merchant_pharmacy,2025-07-01 11:06:36,2025-07-01,baseline,cust_merchant_pharmacy_existing_80,False,sku_0124,25.7,success,False,dev_00189,ip_00059
txn_merchant_pharmacy_2025-07-01_000005,merchant_pharmacy,2025-07-01 08:36:14,2025-07-01,baseline,cust_merchant_pharmacy_existing_433,False,sku_0144,78.22,success,False,dev_00330,ip_00014
txn_merchant_pharmacy_2025-07-01_000006,merchant_pharmacy,2025-07-01 19:59:42,2025-07-01,baseline,cust_merchant_pharmacy_existing_137,False,sku_0008,22.63,success,False,dev_00174,ip_00180
txn_merchant_pharmacy_2025-07-01_000007,merchant_pharmacy,2025-07-01 00:11:55,2025-07-01,baseline,cust_merchant_pharmacy_existing_337,False,sku_0103,14.87,success,False,dev_00047,ip_00272
txn_merchant_pharmacy_2025-07-01_000008,merchant_pharmacy,2025-07-01 06:24:26,2025-07-01,baseline,cust_merchant_pharmacy_existing_81,False,sku_0095,31.81,success,False,dev_00306,ip_00044
txn_merchant_pharmacy_2025-07-01_000009,merchant_pharmacy,2025-07-01 01:09:10,2025-07-01,baseline,cust_merchant_pharmacy_existing_26,False,sku_0021,29.05,success,False,dev_00227,ip_00213
txn_merchant_pharmacy_2025-07-01_000010,merchant_pharmacy,2025-07-01 08:13:48,2025-07-01,baseline,cust_merchant_pharmacy_existing_177,False,sku_0111,17.76,success,False,dev_00270,ip_00158
txn_merchant_pharmacy_2025-07-01_000011,merchant_pharmacy,2025-07-01 01:14:25,2025-07-01,baseline,cust_merchant_pharmacy_existing_29,False,sku_0002,24.31,success,False,dev_00131,ip_00149
txn_merchant_pharmacy_2025-07-01_000012,merchant_pharmacy,2025-07-01 10:07:00,2025-07-01,baseline,cust_merchant_pharmacy_existing_221,False,sku_0045,19.04,success,False,dev_00287,ip_00182
